Season,Year,City,Name,Sex,NOC,Discipline,Event,Medal
Summer,1996,Atlanta,BAAR Roland,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,HUHN Wolfram,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,KIRCHHOFF Detlef,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,KLEINSCHMIDT Mark,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,RICHTER Frank,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,STREPPELHOFF Thorsten,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,THIEDE Peter,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,VIEFERS Ulrich,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,WEBER Marc,Male,GER,Rowing,Coxed Eights - Men,Silver
Summer,1996,Atlanta,FOSTER Tim,Male,GBR,Rowing,Coxless Fours - Men,Bronze
Summer,1996,Atlanta,OBHOLZER Rupert,Male,GBR,Rowing,Coxless Fours - Men,Bronze
Summer,1996,Atlanta,SEARLE Greg,Male,GBR,Rowing,Coxless Fours - Men,Bronze
Summer,1996,Atlanta,SEARLE Jonny,Male,GBR,Rowing,Coxless Fours - Men,Bronze
Summer,1996,Atlanta,GINN Drew,Male,AUS,Rowing,Coxless Fours - Men,Gold
Summer,1996,Atlanta,GREEN Nick,Male,AUS,Rowing,Coxless Fours - Men,Gold
Summer,1996,Atlanta,MCKAY Mike,Male,AUS,Rowing,Coxless Fours - Men,Gold
Summer,1996,Atlanta,TOMKINS James,Male,AUS,Rowing,Coxless Fours - Men,Gold
Summer,1996,Atlanta,BOSQUET Gilles,Male,FRA,Rowing,Coxless Fours - Men,Silver
Summer,1996,Atlanta,FAUCHÉ Daniel,Male,FRA,Rowing,Coxless Fours - Men,Silver
Summer,1996,Atlanta,MONCELET Olivier,Male,FRA,Rowing,Coxless Fours - Men,Silver
Summer,1996,Atlanta,VECTEN Bertrand,Male,FRA,Rowing,Coxless Fours - Men,Silver
Summer,1996,Atlanta,ANDRIEUX Michel,Male,FRA,Rowing,Coxless Pairs - Men,Bronze
Summer,1996,Atlanta,ROLLAND Jean-Christophe,Male,FRA,Rowing,Coxless Pairs - Men,Bronze
Summer,1996,Atlanta,PINSENT Matthew,Male,GBR,Rowing,Coxless Pairs - Men,Gold
Summer,1996,Atlanta,REDGRAVE Steven,Male,GBR,Rowing,Coxless Pairs - Men,Gold
Summer,1996,Atlanta,SCOTT Robert,Male,AUS,Rowing,Coxless Pairs - Men,Silver
Summer,1996,Atlanta,WEIGHTMAN David,Male,AUS,Rowing,Coxless Pairs - Men,Silver
Summer,1996,Atlanta,BARATHAY Samuel,Male,FRA,Rowing,Double Sculls - Men,Bronze
Summer,1996,Atlanta,KOWAL Frédéric,Male,FRA,Rowing,Double Sculls - Men,Bronze
Summer,1996,Atlanta,ABBAGNALE Agostino,Male,ITA,Rowing,Double Sculls - Men,Gold
Summer,1996,Atlanta,TIZZANO Davide,Male,ITA,Rowing,Double Sculls - Men,Gold
Summer,1996,Atlanta,STØRSETH Steffen,Male,NOR,Rowing,Double Sculls - Men,Silver
Summer,1996,Atlanta,UNDSET Kjetil,Male,NOR,Rowing,Double Sculls - Men,Silver
Summer,1996,Atlanta,CARLUCCI Bill,Male,USA,Rowing,Lightweight Coxless Fours - Men,Bronze
Summer,1996,Atlanta,COLLINS David,Male,USA,Rowing,Lightweight Coxless Fours - Men,Bronze
Summer,1996,Atlanta,PFAENDTNER Jeff,Male,USA,Rowing,Lightweight Coxless Fours - Men,Bronze
Summer,1996,Atlanta,SCHNEIDER Marc,Male,USA,Rowing,Lightweight Coxless Fours - Men,Bronze
Summer,1996,Atlanta,EBBESEN Eskild,Male,DEN,Rowing,Lightweight Coxless Fours - Men,Gold
Summer,1996,Atlanta,FEDDERSEN Victor,Male,DEN,Rowing,Lightweight Coxless Fours - Men,Gold
Summer,1996,Atlanta,HENRIKSEN Niels,Male,DEN,Rowing,Lightweight Coxless Fours - Men,Gold
Summer,1996,Atlanta,POULSEN Thomas,Male,DEN,Rowing,Lightweight Coxless Fours - Men,Gold
Summer,1996,Atlanta,BOYES Dave,Male,CAN,Rowing,Lightweight Coxless Fours - Men,Silver
Summer,1996,Atlanta,HASSETT Gavin,Male,CAN,Rowing,Lightweight Coxless Fours - Men,Silver
Summer,1996,Atlanta,LAY Jeff,Male,CAN,Rowing,Lightweight Coxless Fours - Men,Silver
Summer,1996,Atlanta,PEAKER Brian,Male,CAN,Rowing,Lightweight Coxless Fours - Men,Silver
Summer,1996,Atlanta,EDWARDS Anthony,Male,AUS,Rowing,Lightweight Double Sculls - Men,Bronze
Summer,1996,Atlanta,HICK Bruce,Male,AUS,Rowing,Lightweight Double Sculls - Men,Bronze
Summer,1996,Atlanta,GIER Markus,Male,SUI,Rowing,Lightweight Double Sculls - Men,Gold
Summer,1996,Atlanta,GIER Michael,Male,SUI,Rowing,Lightweight Double Sculls - Men,Gold
Summer,1996,Atlanta,VAN DER LINDEN Maarten,Male,NED,Rowing,Lightweight Double Sculls - Men,Silver
Summer,1996,Atlanta,AARDEWIJN Pepijn,Male,NED,Rowing,Lightweight Double Sculls - Men,Silver
Summer,1996,Atlanta,FREE Duncan,Male,AUS,Rowing,Quadruple Sculls - Men,Bronze
Summer,1996,Atlanta,HANSON Bo,Male,AUS,Rowing,Quadruple Sculls - Men,Bronze
Summer,1996,Atlanta,HOOKER Janusz,Male,AUS,Rowing,Quadruple Sculls - Men,Bronze
Summer,1996,Atlanta,SNOOK Ron,Male,AUS,Rowing,Quadruple Sculls - Men,Bronze
Summer,1996,Atlanta,HAJEK Andreas,Male,GER,Rowing,Quadruple Sculls - Men,Gold
Summer,1996,Atlanta,STEINER André,Male,GER,Rowing,Quadruple Sculls - Men,Gold
Summer,1996,Atlanta,VOLKERT Stephan,Male,GER,Rowing,Quadruple Sculls - Men,Gold
Summer,1996,Atlanta,WILLMS André,Male,GER,Rowing,Quadruple Sculls - Men,Gold
Summer,1996,Atlanta,GAILES Jason,Male,USA,Rowing,Quadruple Sculls - Men,Silver
Summer,1996,Atlanta,JAMIESON Brian,Male,USA,Rowing,Quadruple Sculls - Men,Silver
Summer,1996,Atlanta,MUELLER Eric,Male,USA,Rowing,Quadruple Sculls - Men,Silver
Summer,1996,Atlanta,YOUNG Tim,Male,USA,Rowing,Quadruple Sculls - Men,Silver
Summer,1996,Atlanta,LANGE Thomas,Male,GER,Rowing,Single Sculls - Men,Bronze
Summer,1996,Atlanta,MÜLLER Xeno,Male,SUI,Rowing,Single Sculls - Men,Gold
Summer,1996,Atlanta,PORTER Derek,Male,CAN,Rowing,Single Sculls - Men,Silver
Summer,1996,Atlanta,BECKER-DEY Courtenay,Female,USA,Sailing,One-Person Dinghy (Europe) - Women,Bronze
Summer,1996,Atlanta,ROUG Kristine,Female,DEN,Sailing,One-Person Dinghy (Europe) - Women,Gold
Summer,1996,Atlanta,MATTHIJSSE Margriet,Female,NED,Sailing,One-Person Dinghy (Europe) - Women,Silver
Summer,1996,Atlanta,PAKHOLCHYK Olena,Female,UKR,Sailing,Two-Person Dinghy (470) - Women,Bronze
Summer,1996,Atlanta,TARAN Ruslana,Female,UKR,Sailing,Two-Person Dinghy (470) - Women,Bronze
Summer,1996,Atlanta,ZABELL Theresa,Female,ESP,Sailing,Two-Person Dinghy (470) - Women,Gold
Summer,1996,Atlanta,VÍA DUFRESNE Begoña,Female,ESP,Sailing,Two-Person Dinghy (470) - Women,Gold
Summer,1996,Atlanta,KINOSHITA Alicia,Female,JPN,Sailing,Two-Person Dinghy (470) - Women,Silver
Summer,1996,Atlanta,SHIGE Yumiko,Female,JPN,Sailing,Two-Person Dinghy (470) - Women,Silver
Summer,1996,Atlanta,SENSINI Alessandra,Female,ITA,Sailing,Windsurfer (Mistral) - Women,Bronze
Summer,1996,Atlanta,LEE Lai Shan,Female,HKG,Sailing,Windsurfer (Mistral) - Women,Gold
Summer,1996,Atlanta,KENDALL Barbara,Female,NZL,Sailing,Windsurfer (Mistral) - Women,Silver
Summer,1996,Atlanta,GRAEL Lars,Male,BRA,Sailing,Multihull (Tornado) - Open,Bronze
Summer,1996,Atlanta,PELLICANO Kiko,Male,BRA,Sailing,Multihull (Tornado) - Open,Bronze
Summer,1996,Atlanta,PEPOTE José Luis,Male,ESP,Sailing,Multihull (Tornado) - Open,Gold
Summer,1996,Atlanta,LEÓN Fernando,Male,ESP,Sailing,Multihull (Tornado) - Open,Gold
Summer,1996,Atlanta,BOOTH Mitch,Male,AUS,Sailing,Multihull (Tornado) - Open,Silver
Summer,1996,Atlanta,LANDENBERGER Andrew,Male,AUS,Sailing,Multihull (Tornado) - Open,Silver
Summer,1996,Atlanta,HEINER Roy,Male,NED,Sailing,One-Person Dinghy (Finn) - Men,Bronze
Summer,1996,Atlanta,KUSZNIEREWICZ Mateusz,Male,POL,Sailing,One-Person Dinghy (Finn) - Men,Gold
Summer,1996,Atlanta,GODEFROID Sébastien,Male,BEL,Sailing,One-Person Dinghy (Finn) - Men,Silver
Summer,1996,Atlanta,MOBERG Peer,Male,NOR,Sailing,One-Person Dinghy (Laser) - Open,Bronze
Summer,1996,Atlanta,SCHEIDT Robert,Male,BRA,Sailing,One-Person Dinghy (Laser) - Open,Gold
Summer,1996,Atlanta,AINSLIE Ben,Male,GBR,Sailing,One-Person Dinghy (Laser) - Open,Silver
Summer,1996,Atlanta,BARTON Jim,Male,USA,Sailing,Three-Person Keelboat (Soling) - Open,Bronze
Summer,1996,Atlanta,MADRIGALI Jeff,Male,USA,Sailing,Three-Person Keelboat (Soling) - Open,Bronze
Summer,1996,Atlanta,MASSEY Kent,Male,USA,Sailing,Three-Person Keelboat (Soling) - Open,Bronze
Summer,1996,Atlanta,FLACH Thomas,Male,GER,Sailing,Three-Person Keelboat (Soling) - Open,Gold
Summer,1996,Atlanta,JÄKEL Bernd,Male,GER,Sailing,Three-Person Keelboat (Soling) - Open,Gold
Summer,1996,Atlanta,SCHÜMANN Jochen,Male,GER,Sailing,Three-Person Keelboat (Soling) - Open,Gold
Summer,1996,Atlanta,SHABANOV Dmitry,Male,RUS,Sailing,Three-Person Keelboat (Soling) - Open,Silver
Summer,1996,Atlanta,SHAYDUKO Georgy,Male,RUS,Sailing,Three-Person Keelboat (Soling) - Open,Silver
Summer,1996,Atlanta,SKALIN Igor,Male,RUS,Sailing,Three-Person Keelboat (Soling) - Open,Silver
Summer,1996,Atlanta,BARRETO Nuno,Male,POR,Sailing,Two-Person Dinghy (470) - Men,Bronze
Summer,1996,Atlanta,ROCHA Hugo,Male,POR,Sailing,Two-Person Dinghy (470) - Men,Bronze
Summer,1996,Atlanta,BRASLAVETS Yevhen,Male,UKR,Sailing,Two-Person Dinghy (470) - Men,Gold
Summer,1996,Atlanta,MATVIYENKO Ihor,Male,UKR,Sailing,Two-Person Dinghy (470) - Men,Gold
Summer,1996,Atlanta,MERRICKS John,Male,GBR,Sailing,Two-Person Dinghy (470) - Men,Silver
Summer,1996,Atlanta,WALKER Ian,Male,GBR,Sailing,Two-Person Dinghy (470) - Men,Silver
Summer,1996,Atlanta,BEASHEL Colin,Male,AUS,Sailing,Two-Person Keelboat (Star) - Open,Bronze
Summer,1996,Atlanta,GILES David,Male,AUS,Sailing,Two-Person Keelboat (Star) - Open,Bronze
Summer,1996,Atlanta,FERREIRA Marcelo,Male,BRA,Sailing,Two-Person Keelboat (Star) - Open,Gold
Summer,1996,Atlanta,GRAEL Torben,Male,BRA,Sailing,Two-Person Keelboat (Star) - Open,Gold
Summer,1996,Atlanta,LOHSE Bobby,Male,SWE,Sailing,Two-Person Keelboat (Star) - Open,Silver
Summer,1996,Atlanta,WALLÉN Hans,Male,SWE,Sailing,Two-Person Keelboat (Star) - Open,Silver
Summer,1996,Atlanta,FRIDMAN Gal,Male,ISR,Sailing,Windsurfer (Mistral) - Men,Bronze
Summer,1996,Atlanta,KAKLAMANAKIS Nikos,Male,GRE,Sailing,Windsurfer (Mistral) - Men,Gold
Summer,1996,Atlanta,ESPÍNOLA Carlos,Male,ARG,Sailing,Windsurfer (Mistral) - Men,Silver
Summer,1996,Atlanta,GROZDEVA Mariya,Female,BUL,Shooting,Air Pistol 10 metres - Women,Bronze
Summer,1996,Atlanta,KLOCHNEVA-KUZNETSOVA Olga,Female,RUS,Shooting,Air Pistol 10 metres - Women,Gold
Summer,1996,Atlanta,DOBRANCHEVA-LOGVINENKO Marina,Female,RUS,Shooting,Air Pistol 10 metres - Women,Silver
Summer,1996,Atlanta,IVOŠEV Aleksandra,Female,SCG,Shooting,Air Rifle 10 metres - Women,Bronze
Summer,1996,Atlanta,MAUER-RÓŻAŃSKA Renata,Female,POL,Shooting,Air Rifle 10 metres - Women,Gold
Summer,1996,Atlanta,HORNEBER Petra,Female,GER,Shooting,Air Rifle 10 metres - Women,Silver
Summer,1996,Atlanta,HUDDLESTON-WAKEFIELD-BAYNES Deserie,Female,AUS,Shooting,Double Trap - Women,Bronze
Summer,1996,Atlanta,RHODE Kim,Female,USA,Shooting,Double Trap - Women,Gold
Summer,1996,Atlanta,KIERMAYER Susanne,Female,GER,Shooting,Double Trap - Women,Silver
Summer,1996,Atlanta,MAUER-RÓŻAŃSKA Renata,Female,POL,Shooting,Small-Bore Rifle Three Positions 50 metres - Women,Bronze
Summer,1996,Atlanta,IVOŠEV Aleksandra,Female,SCG,Shooting,Small-Bore Rifle Three Positions 50 metres - Women,Gold
Summer,1996,Atlanta,GERASIMYONOK Irina,Female,RUS,Shooting,Small-Bore Rifle Three Positions 50 metres - Women,Silver
Summer,1996,Atlanta,DOBRANCHEVA-LOGVINENKO Marina,Female,RUS,Shooting,Sporting Pistol 25 metres - Women,Bronze
Summer,1996,Atlanta,LI Duihong,Female,CHN,Shooting,Sporting Pistol 25 metres - Women,Gold
Summer,1996,Atlanta,YORGOVA Diana,Female,BUL,Shooting,Sporting Pistol 25 metres - Women,Silver
Summer,1996,Atlanta,KIRYAKOV Tanyu,Male,BUL,Shooting,Air Pistol 10 metres - Men,Bronze
Summer,1996,Atlanta,DI DONNA Roberto,Male,ITA,Shooting,Air Pistol 10 metres - Men,Gold
Summer,1996,Atlanta,WANG Yifu,Male,CHN,Shooting,Air Pistol 10 metres - Men,Silver
Summer,1996,Atlanta,AMAT Jean-Pierre,Male,FRA,Shooting,Air Rifle 10 metres - Men,Bronze
Summer,1996,Atlanta,KHADZHIBEKOV Artyom,Male,RUS,Shooting,Air Rifle 10 metres - Men,Gold
Summer,1996,Atlanta,WAIBEL JR. Wolfram,Male,AUT,Shooting,Air Rifle 10 metres - Men,Silver
Summer,1996,Atlanta,ZHANG Bing,Male,CHN,Shooting,Double Trap - Men,Bronze
Summer,1996,Atlanta,MARK Russell,Male,AUS,Shooting,Double Trap - Men,Gold
Summer,1996,Atlanta,PERA Albano,Male,ITA,Shooting,Double Trap - Men,Silver
Summer,1996,Atlanta,DI DONNA Roberto,Male,ITA,Shooting,Free Pistol 50 metres - Men,Bronze
Summer,1996,Atlanta,KOKOREV Boris,Male,RUS,Shooting,Free Pistol 50 metres - Men,Gold
Summer,1996,Atlanta,BASINSKI Ihar,Male,BLR,Shooting,Free Pistol 50 metres - Men,Silver
Summer,1996,Atlanta,VOKHMYANIN Vladimir,Male,KAZ,Shooting,Rapid-Fire Pistol 25 metres - Men,Bronze
Summer,1996,Atlanta,SCHUMANN Ralf,Male,GER,Shooting,Rapid-Fire Pistol 25 metres - Men,Gold
Summer,1996,Atlanta,MILEV Emil,Male,BUL,Shooting,Rapid-Fire Pistol 25 metres - Men,Silver
Summer,1996,Atlanta,JANUŠ Miroslav,Male,CZE,Shooting,Running Target 10 metres - Men,Bronze
Summer,1996,Atlanta,YANG Ling,Male,CHN,Shooting,Running Target 10 metres - Men,Gold
Summer,1996,Atlanta,XIAO Jun,Male,CHN,Shooting,Running Target 10 metres - Men,Silver
Summer,1996,Atlanta,BENELLI Andrea,Male,ITA,Shooting,Skeet - Men,Bronze
Summer,1996,Atlanta,FALCO Ennio,Male,ITA,Shooting,Skeet - Men,Gold
Summer,1996,Atlanta,RZEPKOWSKI Mirosław,Male,POL,Shooting,Skeet - Men,Silver
Summer,1996,Atlanta,GÖNCI Jozef,Male,SVK,Shooting,Small-Bore Rifle Prone 50 metres - Men,Bronze
Summer,1996,Atlanta,KLEES Christian,Male,GER,Shooting,Small-Bore Rifle Prone 50 metres - Men,Gold
Summer,1996,Atlanta,BELYAYEV Sergey,Male,KAZ,Shooting,Small-Bore Rifle Prone 50 metres - Men,Silver
Summer,1996,Atlanta,WAIBEL JR. Wolfram,Male,AUT,Shooting,Small-Bore Rifle Three Positions 50 metres - Men,Bronze
Summer,1996,Atlanta,AMAT Jean-Pierre,Male,FRA,Shooting,Small-Bore Rifle Three Positions 50 metres - Men,Gold
Summer,1996,Atlanta,BELYAYEV Sergey,Male,KAZ,Shooting,Small-Bore Rifle Three Positions 50 metres - Men,Silver
Summer,1996,Atlanta,BADE Lance,Male,USA,Shooting,Trap - Men,Bronze
Summer,1996,Atlanta,DIAMOND Michael,Male,AUS,Shooting,Trap - Men,Gold
Summer,1996,Atlanta,LAKATOS Josh,Male,USA,Shooting,Trap - Men,Silver
Summer,1996,Atlanta,BROWN Jo,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,COOPER Kim,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,CRUDGINGTON Carolyn,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,DIENELT Kerry,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,EDEBONE Peta,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,HARDING Tanya,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,HOLLIDAY Jenny,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,LESTER Joyce,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,MCDERMID-MCCREEDY Sally,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,MCRAE Francine,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,PETRIE Haylea,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,RICHARDSON Nicole,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,ROCHE Melanie,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,WARD Natalie,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,WILKINS Brooke,Female,AUS,Softball,Softball - Women,Bronze
Summer,1996,Atlanta,BERG Laura,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,BOXX Gillian,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,CORNELL-DOUTY Sheila,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,FERNANDEZ Lisa,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,GRANGER Michele,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,HARRIGAN Lori,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,HARRIS Dionna,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,MAHER Kim,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,O'BRIEN-AMICO Leah,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,RICHARDSON Dot,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,SMITH Julie,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,SMITH Michele,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,STOKES Shelly,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,TYLER Dani,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,WILLIAMS Christa,Female,USA,Softball,Softball - Women,Gold
Summer,1996,Atlanta,CHEN Hong,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,HE Liping,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,LEI Li,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,LIU Xuqing,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,LIU Yaju,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,MA Ying,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,OU Jingbai,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,TAO Hua,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,WANG Lihong,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,WANG Ying,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,WEI Qiang,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,XU Jian,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,YAN Fang,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,ZHANG Chunfang,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,AN Zhongxin,Female,CHN,Softball,Softball - Women,Silver
Summer,1996,Atlanta,PARK Hae-Jeong,Female,KOR,Table Tennis,Doubles - Women,Bronze
Summer,1996,Atlanta,YU Ji-Hye,Female,KOR,Table Tennis,Doubles - Women,Bronze
Summer,1996,Atlanta,DENG Yaping,Female,CHN,Table Tennis,Doubles - Women,Gold
Summer,1996,Atlanta,QIAO Hong,Female,CHN,Table Tennis,Doubles - Women,Gold
Summer,1996,Atlanta,LIU Wei,Female,CHN,Table Tennis,Doubles - Women,Silver
Summer,1996,Atlanta,QIAO Yunping,Female,CHN,Table Tennis,Doubles - Women,Silver
Summer,1996,Atlanta,QIAO Hong,Female,CHN,Table Tennis,Singles - Women,Bronze
Summer,1996,Atlanta,DENG Yaping,Female,CHN,Table Tennis,Singles - Women,Gold
Summer,1996,Atlanta,CHEN Jing,Female,TPE,Table Tennis,Singles - Women,Silver
Summer,1996,Atlanta,LEE Cheol-Seung,Male,KOR,Table Tennis,Doubles - Men,Bronze
Summer,1996,Atlanta,YU Nam-Gyu,Male,KOR,Table Tennis,Doubles - Men,Bronze
Summer,1996,Atlanta,KONG Linghui,Male,CHN,Table Tennis,Doubles - Men,Gold
Summer,1996,Atlanta,LIU Guoliang,Male,CHN,Table Tennis,Doubles - Men,Gold
Summer,1996,Atlanta,LU Lin,Male,CHN,Table Tennis,Doubles - Men,Silver
Summer,1996,Atlanta,WANG Tao,Male,CHN,Table Tennis,Doubles - Men,Silver
Summer,1996,Atlanta,ROßKOPF Jörg,Male,GER,Table Tennis,Singles - Men,Bronze
Summer,1996,Atlanta,LIU Guoliang,Male,CHN,Table Tennis,Singles - Men,Gold
Summer,1996,Atlanta,WANG Tao,Male,CHN,Table Tennis,Singles - Men,Silver
Summer,1996,Atlanta,MARTÍNEZ Conchita,Female,ESP,Tennis,Doubles - Women,Bronze
Summer,1996,Atlanta,SÁNCHEZ VICARIO Arantxa,Female,ESP,Tennis,Doubles - Women,Bronze
Summer,1996,Atlanta,FERNANDEZ Gigi,Female,USA,Tennis,Doubles - Women,Gold
Summer,1996,Atlanta,FERNANDEZ Mary Joe,Female,USA,Tennis,Doubles - Women,Gold
Summer,1996,Atlanta,NOVOTNÁ Jana,Female,CZE,Tennis,Doubles - Women,Silver
Summer,1996,Atlanta,SUKOVÁ Helena,Female,CZE,Tennis,Doubles - Women,Silver
Summer,1996,Atlanta,NOVOTNÁ Jana,Female,CZE,Tennis,Singles - Women,Bronze
Summer,1996,Atlanta,DAVENPORT Lindsay,Female,USA,Tennis,Singles - Women,Gold
Summer,1996,Atlanta,SÁNCHEZ VICARIO Arantxa,Female,ESP,Tennis,Singles - Women,Silver
Summer,1996,Atlanta,GOELLNER Marc-Kevin,Male,GER,Tennis,Doubles - Men,Bronze
Summer,1996,Atlanta,PRINOSIL David,Male,GER,Tennis,Doubles - Men,Bronze
Summer,1996,Atlanta,WOODBRIDGE Todd,Male,AUS,Tennis,Doubles - Men,Gold
Summer,1996,Atlanta,WOODFORDE Mark,Male,AUS,Tennis,Doubles - Men,Gold
Summer,1996,Atlanta,BROAD Neil,Male,GBR,Tennis,Doubles - Men,Silver
Summer,1996,Atlanta,HENMAN Tim,Male,GBR,Tennis,Doubles - Men,Silver
Summer,1996,Atlanta,PAES Leander,Male,IND,Tennis,Singles - Men,Bronze
Summer,1996,Atlanta,AGASSI Andre,Male,USA,Tennis,Singles - Men,Gold
Summer,1996,Atlanta,BRUGUERA Sergi,Male,ESP,Tennis,Singles - Men,Silver
Summer,1996,Atlanta,COOK Natalie,Female,AUS,Beach Volleyball,Beach Volleyball - Women,Bronze
Summer,1996,Atlanta,POTTHARST Kerri-Ann,Female,AUS,Beach Volleyball,Beach Volleyball - Women,Bronze
Summer,1996,Atlanta,SANDRA PIRES ,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Gold
Summer,1996,Atlanta,SILVA Jackie,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Gold
Summer,1996,Atlanta,RODRIGUES Mônica,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Silver
Summer,1996,Atlanta,SAMUEL Adriana,Female,BRA,Beach Volleyball,Beach Volleyball - Women,Silver
Summer,1996,Atlanta,CHILD John,Male,CAN,Beach Volleyball,Beach Volleyball - Men,Bronze
Summer,1996,Atlanta,HEESE Mark,Male,CAN,Beach Volleyball,Beach Volleyball - Men,Bronze
Summer,1996,Atlanta,STEFFES Kent,Male,USA,Beach Volleyball,Beach Volleyball - Men,Gold
Summer,1996,Atlanta,KIRALY Karch,Male,USA,Beach Volleyball,Beach Volleyball - Men,Gold
Summer,1996,Atlanta,DODD Mike,Male,USA,Beach Volleyball,Beach Volleyball - Men,Silver
Summer,1996,Atlanta,WHITMARSH Mike,Male,USA,Beach Volleyball,Beach Volleyball - Men,Silver
Summer,1996,Atlanta,IDA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,LEILA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,FILÓ ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,HILMA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,ANA PAULA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,MÁRCIA FU ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,VIRNA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,MOSER Ana,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,FERNANDA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,ANA FLÁVIA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,FOFÃO ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,SANDRA ,Female,BRA,Volleyball,Volleyball - Women,Bronze
Summer,1996,Atlanta,BELL Regla,Female,CUB,Volleyball,Volleyball - Women,Gold
Summer,1996,Atlanta,CARVAJAL Magalys,Female,CUB,Volleyball,Volleyball - Women,Gold
Summer,1996,Atlanta,COSTA Marlenis,Female,CUB,Volleyball,Volleyball - Women,Gold
Summer,1996,Atlanta,FERNÁNDEZ Ana Ivis,Female,CUB,Volleyball,Volleyball - Women,Gold
Summer,1996,Atlanta,GATO Idalmis,Female,CUB,Volleyball,Volleyball - Women,Gold
