Season,Year,City,Name,Sex,NOC,Discipline,Event,Medal
Summer,1920,Antwerp,SØRENSEN Hans Christian,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,SØRENSEN Hans Laurids,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,SØRENSEN Søren,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,VEST Georg,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,WALTHER Aage,Male,DEN,Artistic Gymnastics,Team All-Around Swedish System - Men,Silver
Summer,1920,Antwerp,BECQUET André,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,CHIBERT Pierre,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,DAUFRESNE DE LA CHEVALERIE Raoul,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,DELELIENNE Charles,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,DIERCXSENS Louis,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,GEVERS Robert,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,GNIETTE Charles,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,GOEMAERE Adolphe,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,KEPPENS Raymond,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,STRAUWEN René,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,VALCKE Pierre,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,VAN DEN BEMDEN Maurice,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,VAN NEROM Jean,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,DE MONTIGNY Fernand,Male,BEL,Hockey,Hockey - Men,Bronze
Summer,1920,Antwerp,ATKIN Charles,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,BENNETT Jack,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,CASSELS Harold,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,COOKE Harold,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,CROCKFORD Eric,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,HASLAM Harry,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,LEIGHTON Arthur,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,MARCON Sholto,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,MACBRYAN Jack,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,MCGRATH George,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,SHOVELLER Stanley,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,SMITH William,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,WILKINSON Cyril,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,CAMPBELL Colin,Male,GBR,Hockey,Hockey - Men,Gold
Summer,1920,Antwerp,BJERRUM Hans,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,BLACH Ejvind,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,BLACH Svend,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,DUE Steen,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,EIGENBROD Thorvald,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,FABER Frands,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,HANSEN Hans Jørgen,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,HERLAK Hans Christian,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,HOLST Henning,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,HUSTED Erik,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,METZ Paul,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,RASMUSSEN Andreas,Male,DEN,Hockey,Hockey - Men,Silver
Summer,1920,Antwerp,HARTMANN Karel,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,LOOS Vilém,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,PALOUŠ Jan,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,PEKA Jan,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,PEŠEK Karel,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,ŠROUBEK Josef,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,VINDYŠ Otakar,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,WÄLZER Karel,Male,TCH,Ice Hockey,Ice Hockey - Men,Bronze
Summer,1920,Antwerp,BENSON Bobby,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,BYRON Wally,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,FREDRICKSON Frank,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,FRIDFINNSON Chris,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,GOODMAN Mike,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,HALDERSON Slim,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,JOHANNESSON Konnie,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,WOODMAN Huck,Male,CAN,Ice Hockey,Ice Hockey - Men,Gold
Summer,1920,Antwerp,BONNEY Ray,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,CONROY Tony,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,DRURY Herb,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,FITZGERALD Ed,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,GERAN Gerry,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,GOHEEN Moose,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,MCCORMICK Joe,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,MCCORMICK Larry,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,SYNNOTT Frank,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,TUCK Leon,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,WEIDENBORNER Cy,Male,USA,Ice Hockey,Ice Hockey - Men,Silver
Summer,1920,Antwerp,RUNÖ Gösta,Male,SWE,Modern Pentathlon,Individual - Men,Bronze
Summer,1920,Antwerp,DYRSSEN Gustaf,Male,SWE,Modern Pentathlon,Individual - Men,Gold
Summer,1920,Antwerp,DE LAVAL Erik,Male,SWE,Modern Pentathlon,Individual - Men,Silver
Summer,1920,Antwerp,MONTGOMERY Jack,Male,USA,Polo,Polo - Men,Bronze
Summer,1920,Antwerp,ALLEN Terry,Male,USA,Polo,Polo - Men,Bronze
Summer,1920,Antwerp,HARRIS Arthur,Male,USA,Polo,Polo - Men,Bronze
Summer,1920,Antwerp,MARGETTS Nelson,Male,USA,Polo,Polo - Men,Bronze
Summer,1920,Antwerp,BARRETT Frederick,Male,GBR,Polo,Polo - Men,Gold
Summer,1920,Antwerp,MELVILL Tim,Male,GBR,Polo,Polo - Men,Gold
Summer,1920,Antwerp,LOCKETT Vivian,Male,GBR,Polo,Polo - Men,Gold
Summer,1920,Antwerp,WODEHOUSE Jack Lord,Male,GBR,Polo,Polo - Men,Gold
Summer,1920,Antwerp,DE FIGUEROA Álvaro,Male,ESP,Polo,Polo - Men,Silver
Summer,1920,Antwerp,DE FIGUEROA José,Male,ESP,Polo,Polo - Men,Silver
Summer,1920,Antwerp,FITZ-JAMES Hernando,Male,ESP,Polo,Polo - Men,Silver
Summer,1920,Antwerp,FITZ-JAMES Jacobo,Male,ESP,Polo,Polo - Men,Silver
Summer,1920,Antwerp,SAÍNZ DE LA MAZA Leopoldo,Male,ESP,Polo,Polo - Men,Silver
Summer,1920,Antwerp,ELLINGSEN Haakon,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,HAGEN Thoralf,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,MICHELSEN Thore,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,MORTENSEN Arne,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,NAG Karl,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,NAG Theodor,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,NILSEN Adolf,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,OLSEN Conrad,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,TOLLEFSEN Tollef,Male,NOR,Rowing,Coxed Eights - Men,Bronze
Summer,1920,Antwerp,CLARK Sherm,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,GALLAGHER Vince,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,GRAVES Ed,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,JACOMINI Virgil,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,JOHNSTON Don,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,JORDAN Bill,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,KING Clyde,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,MOORE Ed,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,SANBORN Zeke,Male,USA,Rowing,Coxed Eights - Men,Gold
Summer,1920,Antwerp,CAMPBELL John,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,EARL Sebastian,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,HORSFALL Ewart,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,JAMES Walter,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,JOHNSTONE Robin,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,LUCAS Richard,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,NICKALLS Guy O.,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,SHOVE Ralph,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,SWANN Sidney,Male,GBR,Rowing,Coxed Eights - Men,Silver
Summer,1920,Antwerp,GULBRANDSEN Per,Male,NOR,Rowing,Coxed Fours - Men,Bronze
Summer,1920,Antwerp,HAGEN Thoralf,Male,NOR,Rowing,Coxed Fours - Men,Bronze
Summer,1920,Antwerp,KLEM Theodor,Male,NOR,Rowing,Coxed Fours - Men,Bronze
Summer,1920,Antwerp,LARSEN Henry,Male,NOR,Rowing,Coxed Fours - Men,Bronze
Summer,1920,Antwerp,VAR Birger,Male,NOR,Rowing,Coxed Fours - Men,Bronze
Summer,1920,Antwerp,BRÜDERLIN Willy,Male,SUI,Rowing,Coxed Fours - Men,Gold
Summer,1920,Antwerp,RUDOLF Max,Male,SUI,Rowing,Coxed Fours - Men,Gold
Summer,1920,Antwerp,RUDOLF Paul,Male,SUI,Rowing,Coxed Fours - Men,Gold
Summer,1920,Antwerp,STAUB Paul,Male,SUI,Rowing,Coxed Fours - Men,Gold
Summer,1920,Antwerp,WALTER Hans,Male,SUI,Rowing,Coxed Fours - Men,Gold
Summer,1920,Antwerp,CLARK Sherm,Male,USA,Rowing,Coxed Fours - Men,Silver
Summer,1920,Antwerp,FEDERSCHMIDT Erich,Male,USA,Rowing,Coxed Fours - Men,Silver
Summer,1920,Antwerp,FEDERSCHMIDT Franz,Male,USA,Rowing,Coxed Fours - Men,Silver
Summer,1920,Antwerp,KLOSE Carl,Male,USA,Rowing,Coxed Fours - Men,Silver
Summer,1920,Antwerp,MYERS Ken,Male,USA,Rowing,Coxed Fours - Men,Silver
Summer,1920,Antwerp,CANDEVEAU Édouard,Male,SUI,Rowing,Coxed Pairs - Men,Bronze
Summer,1920,Antwerp,FELBER Alfred,Male,SUI,Rowing,Coxed Pairs - Men,Bronze
Summer,1920,Antwerp,PIAGET Paul,Male,SUI,Rowing,Coxed Pairs - Men,Bronze
Summer,1920,Antwerp,DE FELIP Guido,Male,ITA,Rowing,Coxed Pairs - Men,Gold
Summer,1920,Antwerp,OLGENI Ercole,Male,ITA,Rowing,Coxed Pairs - Men,Gold
Summer,1920,Antwerp,SCATTURIN Giovanni,Male,ITA,Rowing,Coxed Pairs - Men,Gold
Summer,1920,Antwerp,BARBEROLLE Ernest,Male,FRA,Rowing,Coxed Pairs - Men,Silver
Summer,1920,Antwerp,MONNEY-BOUTON Maurice,Male,FRA,Rowing,Coxed Pairs - Men,Silver
Summer,1920,Antwerp,POIX Gabriel,Male,FRA,Rowing,Coxed Pairs - Men,Silver
Summer,1920,Antwerp,GIRAN Gaston,Male,FRA,Rowing,Double Sculls - Men,Bronze
Summer,1920,Antwerp,PLÉ Alfred,Male,FRA,Rowing,Double Sculls - Men,Bronze
Summer,1920,Antwerp,COSTELLO Paul,Male,USA,Rowing,Double Sculls - Men,Gold
Summer,1920,Antwerp,KELLY SR. Jack,Male,USA,Rowing,Double Sculls - Men,Gold
Summer,1920,Antwerp,ANNONI Pietro,Male,ITA,Rowing,Double Sculls - Men,Silver
Summer,1920,Antwerp,DONES Erminio,Male,ITA,Rowing,Double Sculls - Men,Silver
Summer,1920,Antwerp,HADFIELD Darcy,Male,NZL,Rowing,Single Sculls - Men,Bronze
Summer,1920,Antwerp,KELLY SR. Jack,Male,USA,Rowing,Single Sculls - Men,Gold
Summer,1920,Antwerp,BERESFORD Jack,Male,GBR,Rowing,Single Sculls - Men,Silver
Summer,1920,Antwerp,CARROLL Dan,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,DOE Charlie,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,FISH George,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,FITZPATRICK Jim,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,HUNTER Lou,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,MEHAN Charles,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,MULDOON John,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,O'NEIL John,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,PATRICK Jack,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,RIGHTER Cornelius,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,SCHOLZ Rudy,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,SLATER Babe,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,TILDEN Charles,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,WRENN Heaton,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,KIRKSEY Morris,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,TEMPLETON Dink,Male,USA,Rugby,Rugby - Men,Gold
Summer,1920,Antwerp,BADER Édouard,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,BORDE François,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,BOUSQUET Adolphe,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,BRUNEVAL Jean,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,CASTEX Alphonse,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,CRABOS René,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,CURTET ,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,ELUÈRE Alfred,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,FORESTIER Jacques,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,LABEYRIE Maurice,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,LEVASSEUR Robert,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,PETITEAU Pierre,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,THIERCELIN Raoul,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,CHILO André,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,GRENET ,Male,FRA,Rugby,Rugby - Men,Silver
Summer,1920,Antwerp,WRIGHT Dorothy,Female,GBR,Sailing,7 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,HERSETH Erik,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,HOLTER Sigurd,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,JAMVOLD Gunnar,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,JAMVOLD Peter,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,JUELL Claus,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,NIELSEN Ingar,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,SØRENSEN Ole,Male,NOR,Sailing,10 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ARENTZ Charles Archer,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,FALKENBERG Otto,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,GIERTSEN Robert,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,GILBERT Willy,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,SCHJØTT Halfdan,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,SCHJØTT Trygve,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,SEJERSTED Arne,Male,NOR,Sailing,10 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,BIRKELAND Halvor Olai,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,BIRKELAND Rasmus,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,CHRISTIANSEN Lauritz,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,MØGSTER Halvor,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,STOERMANN-NÆSS Hans,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ØSTERVOLD Henrik,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ØSTERVOLD Jan,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ØSTERVOLD Kristian,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ØSTERVOLD Ole,Male,NOR,Sailing,12 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ALLERS Arthur,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,BORTHEN Martin,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,FRIELE Johan,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,HASSEL Kaspar,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,REIMERS Egill,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,WIESE Christen,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,ØRVIG Erik,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,ØRVIG Olaf,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,ØRVIG Thor,Male,NOR,Sailing,12 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,HIN Cornelis,Male,NED,Sailing,12-Foot Dinghy - Open,Gold
Summer,1920,Antwerp,HIN Johan,Male,NED,Sailing,12-Foot Dinghy - Open,Gold
Summer,1920,Antwerp,HIN Frans,Male,NED,Sailing,12-Foot Dinghy - Open,Gold
Summer,1920,Antwerp,BEUKERS Petrus,Male,NED,Sailing,12-Foot Dinghy - Open,Silver
Summer,1920,Antwerp,VAN DER BIESEN Arnoud,Male,NED,Sailing,12-Foot Dinghy - Open,Silver
Summer,1920,Antwerp,BENGTSSON Gösta,Male,SWE,Sailing,30 metres² - Open,Gold
Summer,1920,Antwerp,LUNDQUIST Gösta,Male,SWE,Sailing,30 metres² - Open,Gold
Summer,1920,Antwerp,STEFFENBURG Rolf,Male,SWE,Sailing,30 metres² - Open,Gold
Summer,1920,Antwerp,HOLM Tore,Male,SWE,Sailing,40 metres² - Open,Gold
Summer,1920,Antwerp,HOLM Yngve,Male,SWE,Sailing,40 metres² - Open,Gold
Summer,1920,Antwerp,RYDIN Axel,Male,SWE,Sailing,40 metres² - Open,Gold
Summer,1920,Antwerp,TENGVALL Georg,Male,SWE,Sailing,40 metres² - Open,Gold
Summer,1920,Antwerp,ALMSTEDT Percy,Male,SWE,Sailing,40 metres² - Open,Silver
Summer,1920,Antwerp,MELLBIN Erik,Male,SWE,Sailing,40 metres² - Open,Silver
Summer,1920,Antwerp,SVENSSON Gustaf,Male,SWE,Sailing,40 metres² - Open,Silver
Summer,1920,Antwerp,SWENSSON Ragnar,Male,SWE,Sailing,40 metres² - Open,Silver
Summer,1920,Antwerp,AGERSBORG Henrik,Male,NOR,Sailing,6 metres 1907 Rating - Open,Bronze
Summer,1920,Antwerp,BERNTSEN Einar,Male,NOR,Sailing,6 metres 1907 Rating - Open,Bronze
Summer,1920,Antwerp,PEDERSEN Trygve,Male,NOR,Sailing,6 metres 1907 Rating - Open,Bronze
Summer,1920,Antwerp,BRUYNSEELS Frédéric-Albert,Male,BEL,Sailing,6 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,CORNELLIE Émile,Male,BEL,Sailing,6 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,CORNELLIE Florimond,Male,BEL,Sailing,6 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,KNUDSEN Annan,Male,NOR,Sailing,6 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,ERICHSEN Leif,Male,NOR,Sailing,6 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,TORGERSEN Einar,Male,NOR,Sailing,6 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,BRECKE Andreas,Male,NOR,Sailing,6 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,KAASEN Paal,Male,NOR,Sailing,6 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,RØD Ingolf,Male,NOR,Sailing,6 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,HUYBRECHTS Léon,Male,BEL,Sailing,6 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,KLOTZ John,Male,BEL,Sailing,6 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,VAN DEN BUSSCHE Charles,Male,BEL,Sailing,6 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,CARP Berend,Male,NED,Sailing,6.5 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,CARP Joop,Male,NED,Sailing,6.5 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,WERNINK Piet,Male,NED,Sailing,6.5 metres 1919 Rating - Open,Gold
Summer,1920,Antwerp,MONIER Robert,Male,FRA,Sailing,6.5 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,PICON Félix,Male,FRA,Sailing,6.5 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,WEIL Albert,Male,FRA,Sailing,6.5 metres 1919 Rating - Open,Silver
Summer,1920,Antwerp,COLEMAN Robert,Male,GBR,Sailing,7 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,MADDISON William,Male,GBR,Sailing,7 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,WRIGHT Cyril,Male,GBR,Sailing,7 metres 1907 Rating - Open,Gold
Summer,1920,Antwerp,ABEL Sten,Male,NOR,Sailing,7 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,DICK Christian,Male,NOR,Sailing,7 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,FAYE Johan,Male,NOR,Sailing,7 metres 1907 Rating - Open,Silver
Summer,1920,Antwerp,NIELSEN Niels,Male,NOR,Sailing,7 metres 1907 Rating - Open,Silver
