Year,Position,Name,NOC,Time,Record
1932,1, Yasuji Miyazaki,JPN,58.2,
1932,2, Tatsugo Kawaishi,JPN,58.6,
1932,3, Albert Schwarz,USA,58.8,
1932,4, Manuella Kalili,USA,59.2,
1932,5, Zenjiro Takahashi,JPN,59.2,
1932,6, Raymond Thompson,USA,59.5,
1932,-,Istvan Barany,HUN,59.4,
1932,-,Andras Szekely,HUN,01:01.4,
1932,-,Walter Spence,CAN,59.5,
1932,-,Frederick Munroe Bourne,CAN,01:01.1,
1932,-,Reginald Sutton,GBR,01:02.9,
1932,-,Leopoldo Tahier,ARG,01:05.3,
1932,-,Manoel Rocha Villar,BRA,01:08.4,
1932,-,Andras Wanie,HUN,01:02.8,
1932,-,Morsyn Ffrench-Williams,GBR,01:05.9,
1932,-,Alfredo Rocca,ARG,01:04.2,
1932,-,Joseph Whiteside,GBR,01:04.7,
1932,-,Eskil Lundahl,SWE,01:06.2,
1932,-,Joao Pereira,BRA,01:08.2,
1932,-,Abdurahman Ali,PHI,01:02.2,
1932,-,Noel Phillip Ryan,AUS,01:02.9,
1932,-,Robert Halloran,CAN,01:06.9,
1928,1, Johnny Weissmuller,USA,58.6,OR
1928,2, Istvan Barany,HUN,59.8,
1928,3, Katsuo Takaishi,JPN,01:00.0,
1928,4, George Kojac,USA,01:00.8,
1928,5, Walter Laufer,USA,01:01.0,
1928,6, Walter Spence,CAN,01:01.4,
1928,7, Alberto Zorilla,ARG,01:01.6,
1928,-,Antal Gaborfi,HUN,--,
1928,-,Antonio Conelli,ITA,--,
1928,-,Rezso Wanie,HUN,01:03.8,
1928,-,Francisco Uranga,ARG,--,
1928,-,Karl Schubert,GER,--,
1928,-,August Heitmann,GER,--,
1928,-,Knut Olsen,NOR,--,
1928,-,Emilio Polli,ITA,--,
1928,-,Eskil Lundahl,SWE,01:03.0,
1928,-,Hernan Schüler,CHI,--,
1928,-,Gustave Klein,FRA,01:05.8,
1928,-,M. Astaburuaga,CHI,--,
1928,-,Martial van Schelle,BEL,--,
1928,-,Norman Brooks,GBR,01:03.4,
1928,-,Herbert Heinrich,GER,--,
1928,-,Adan Gordon,PAN,01:10.8,
1928,-,Sven Pettersson,SWE,01:06.4,
1928,-,Faelo Zuniga,CHI,--,
1928,-,Reginald Sutton,GBR,01:04.0,
1928,-,Frederick Munroe Bourne,CAN,--,
1928,-,Hendrik van Essen,NED,01:07.4,
1928,-,Jose Gonzalez Esplugas,ESP,--,
1928,-,Wladyslaw Kuncewicz,POL,--,
1924,1, Johnny Weissmuller,USA,59,OR
1924,2, Duke Paoa Kahanamoku,USA,01:01.4,
1924,3, Samuel Kahanamoku,USA,01:01.8,
1924,4, Arne Borg,SWE,01:02.0,
1924,5, Katsuo Takaishi,JPN,01:03.0,
1924,-,Nils Orvar Trolle,SWE,01:02.6,
1924,-,Clayton Bourne,CAN,01:06.0,
1924,-,Istvan Barany,HUN,01:08.0,
1924,-,Torahiko Miyahata,JPN,dns,
1924,-,Ernest Henry,AUS,01:03.0,
1924,-,Alfred Pycock,GBR,01:05.0,
1924,-,Ivan Stedman,AUS,01:06.0,
1924,-,Alberto Zorilla,ARG,01:07.6,
1924,-,Kazuo Onoda,JPN,01:05.4,
1924,-,Charles Baillee,GBR,01:08.2,
1924,-,Vlado Smokvina,YUG,01:11.6,
1924,-,Henri Padou,FRA,01:05.0,
1924,-,Albert Dicken,GBR,01:06.0,
1924,-,Stanislav Bicak,TCH,01:10.2,
1924,-,Viktor Legat,TCH,01:13.2,
1924,-,Charles Kopp,SUI,01:15.0,
1924,-,Georg Werner,SWE,01:07.0,
1924,-,Ernst Emile Zeibig,FRA,01:08.0,
1924,-,Gerardus Dekker,NED,01:11.8,
1924,-,Edouard Van Zeveren,FRA,01:06.8,
1924,-,Maurice Christie,AUS,01:07.2,
1924,-,Jose Pinillo,ESP,01:14.2,
1924,-,Julius Balasz,TCH,01:11.8,
1924,-,Dionysios Vassilopoulos,GRE,01:12.0,
1924,-,Pieter Jacobszoon,NED,01:12.2,
1920,1, Duke Paoa Kahanamoku,USA,01:01.4,
1920,2, Pua Kele Kealoha,USA,01:02.6,
1920,3, William Harris,USA,01:03.0,
1920,4, William Herald,AUS,01:03.8,
1920,-,Norman Ross,USA,(1:03.8),dq
1920,-,George Vernot,CAN,01:05.8,
1920,-,Agostino Frassinetti,ITA,--,
1920,-,Vaclav Buchacek,TCH,--,
1920,-,Harry Hay,AUS,--,
1920,-,Ivan Stedman,AUS,--,
1920,-,Nils Orvar Trolle,SWE,--,
1920,-,Keith Kirkland,AUS,--,
1920,-,Jacobus Korsten,NED,--,
1920,-,Jean van Silfhout,NED,01:09.0,
1920,-,Georges Pouilley,FRA,--,
1920,-,Albert Dickin,GBR,--,
1920,-,Angelo Gammaro,BRA,01:22.0,
1920,-,Harold Annison,GBR,--,
1920,-,Henri Padou,FRA,01:08.4,
1920,-,Martial van Schelle,BEL,--,
1920,-,Jean Jenni,SUI,--,
1920,-,Kenkichi Saito,JPN,--,
1920,-,Leon Pesch,LUX,--,
1920,-,Leslie Savage,GBR,--,
1920,-,Orlando Amendola,BRA,--,
1920,-,Gerard Blitz,BEL,--,
1920,-,Mario Massa,ITA,01:10.4,
1920,-,Karl Weil,FRA,--,
1920,-,Masaren Uchida,JPN,--,
1920,-,John Dickin,GBR,01:10.0,
1920,-,Alfred Steen,NOR,--,
1912,1, Duke Paoa Kahanamoku,USA,01:03.4,
1912,2, Cecil Healy,ANZ,01:04.6,
1912,3, Kenneth Huszagh,USA,01:05.6,
1912,4, Kurt Bretting,GER,01:05.8,
1912,5, Walter Ramme,GER,01:06.4,
1912, , William Longworth,ANZ,dns,
1912,-,Perry McGillivray,USA,01:06.2,
1912,-,Mario Massa,ITA,dnf,
1912,-,Harold Hardwick,ANZ,01:06.0,
1912,-,Robert Andersson,SWE,01:09.5,
1912,-,Richard Max Ritter,GER,01:08.8,
1912,-,Nicholas Nerich,USA,01:08.8,
1912,-,Leslie Boardman,ANZ,01:05.4,
1912,-,Paul Radmilovic,GBR,01:19.0,
1912,-,Andreas Asimakopoulos,GRE,01:15.4,
1912,-,Herbert Kuhlberg,RUS,--,
1912,-,Theodore Tartakover,ANZ,01:12.2,
1912,-,Jules Wuyts,BEL,--,
1912,-,John Derbyshire,GBR,01:09.2,
1912,-,Alajos Kenyery,HUN,--,
1912,-,Davide Baiardo,ITA,--,
1912,-,Walther Binner,GER,--,
1912,-,Erik Andersson,SWE,--,
1912,-,Georg Kunisch,GER,--,
1912,-,Harry Hebner,USA,01:10.4,
1912,-,Gerard Meister,FRA,01:16.6,
1912,-,Herman Meyboom,BEL,01:15.4,
1912,-,James Reilly,USA,--,
1912,-,John Johnsen,NOR,01:19.1,
1912,-,Laszlo Szentgrothy,HUN,--,
1908,1, Charles Daniels,USA,01:05.6,WR
1908,2, Zoltan Halmay,HUN,01:06.2,
1908,3, Harald Julin,SWE,01:08.0,
1908,4, Leslie Rich,USA,--,
1908,-,Harry Hebner,USA,01:11.8,
1908,-,Francis Beaurepaire,ANZ,--,
1908,-,Paul Radmilovic,GBR,--,
1908,-,Charles Edwards,GBR,--,
1908,-,George Dockrell,GBR,01:11.4,
1908,-,Otto Scheff,AUT,--,
1908,-,Addin Tyldesley,GBR,--,
1908,-,Theodore Tartakover,ANZ,--,
1908,-,Bouke Benega,NED,--,
1908,-,Herman Meyboom,BEL,--,
1908,-,Harald Klem,DEN,--,
1908,-,Davide Baiardo,ITA,--,
1908,-,Gerard Meister,FRA,--,
1908,-,Jozsef Munk,HUN,--,
1908,-,Conrad Trubenbach,USA,--,
1908,-,Lambertus Benenga,NED,01:13.2,
1908,-,Poul Holm,DEN,--,
1908,-,Henrik Hajos,HUN,--,
1908,-,Robert Andersson,SWE,--,
1908,-,John Derbyshire,GBR,01:12.6,
1908,-,Robert Foster,USA,--,
1908,-,Victor Boin,BEL,--,
1908,-,Jozsef Onody,HUN,01:13.2,
1908,-,George Innocent,GBR,--,
1908,-,Rene Andre,FRA,--,
1908,-,Hjalmar Saxtorph,DEN,--,
1908,-,Fernand Feyarts,BEL,--,
1908,-,Edward Cooke,ANZ,--,
1908,-,Robert Zimmerman,CAN,01:35.0,
1908,-,Andre Duprez,BEL,01:18.0,
1896,1, Alfred Hajos,HUN,01:22.2,
1896,2, Otto Herschmann,AUT,--,
1896, , Gardner Williams,USA,--,
1896,-, Efstathios Khorafas,GRE,--,
1896, , Alexandros Khrisaphos,GRE,--,
1896, , Georgios Anninos,GRE,--,
1896, , A. Vlakhos,GRE,--,
